"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"85-89 years"	"85-89"	"Non-Injury: Viral hepatitis"	"GR113-015"	1396	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	124	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Malaria"	"GR113-017"	1	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	7193	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	636780	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	27312	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Anemias"	"GR113-045"	9584	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Diabetes mellitus"	"GR113-046"	104959	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	8580	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Meningitis"	"GR113-050"	377	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Parkinsons disease"	"GR113-051"	53646	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Alzheimers disease"	"GR113-052"	224142	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1376803	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	50414	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	362818	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Atherosclerosis"	"GR113-071"	30005	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	43495	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	6373	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	148789	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	601	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	229873	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	2220	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	46683	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	48776	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Peptic ulcer"	"GR113-090"	7466	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Diseases of appendix"	"GR113-091"	601	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Hernia"	"GR113-092"	3622	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	9215	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	7020	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	91385	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Infections of kidney"	"GR113-102"	1467	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Hyperplasia of prostate"	"GR113-103"	1451	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	198	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	0	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	0	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	3	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	2094	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	50991	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	449148	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	3463	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"			4220718	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Cut/Pierce"	"GRINJ-001"	124	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Drowning"	"GRINJ-002"	329	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Fall"	"GRINJ-003"	31633	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Fire/Flame"	"GRINJ-004"	870	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Hot object/Substance"	"GRINJ-005"	93	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Firearm"	"GRINJ-006"	1755	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Machinery"	"GRINJ-007"	60	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Motor Vehicle Traffic"	"GRINJ-008"	3573	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other Pedal cyclist"	"GRINJ-009"	11	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other Pedestrian"	"GRINJ-010"	137	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other land transport"	"GRINJ-011"	144	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other transport"	"GRINJ-012"	13	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Natural/Environmental"	"GRINJ-013"	844	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Overexertion"	"GRINJ-014"	6	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Poisoning"	"GRINJ-015"	962	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Struck by or against"	"GRINJ-016"	114	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Suffocation"	"GRINJ-017"	6196	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other specified, classifiable Injury"	"GRINJ-018"	105	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	935	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Unspecified Injury"	"GRINJ-020"	13001	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Intestinal infections"	"GR113 001-003"	8251	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Tuberculosis"	"GR113 005-006"	383	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Whooping cough"	"GR113-007"	1	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	7	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Meningococcal infection"	"GR113-009"	21	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Septicemia"	"GR113-010"	36510	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Syphilis"	"GR113-011"	25	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Acute poliomyelitis"	"GR113-012"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Measles"	"GR113-014"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Viral hepatitis"	"GR113-015"	410	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	47	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Malaria"	"GR113-017"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	3875	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	281849	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	15346	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Anemias"	"GR113-045"	8204	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Diabetes mellitus"	"GR113-046"	54227	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	6831	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Meningitis"	"GR113-050"	163	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Parkinsons disease"	"GR113-051"	24797	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Alzheimers disease"	"GR113-052"	177878	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1015351	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	39710	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	250882	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Atherosclerosis"	"GR113-071"	26897	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	25876	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	4210	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	121604	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	601	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	112271	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	945	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	34583	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	26068	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Peptic ulcer"	"GR113-090"	4668	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Diseases of appendix"	"GR113-091"	346	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Hernia"	"GR113-092"	2529	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	2719	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	4914	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	58608	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Infections of kidney"	"GR113-102"	1055	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Hyperplasia of prostate"	"GR113-103"	1133	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	120	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	2	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	1	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1109	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	51154	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	348019	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	1821	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"			2816926	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Cut/Pierce"	"GRINJ-001"	29	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Drowning"	"GRINJ-002"	85	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Fall"	"GRINJ-003"	12063	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Fire/Flame"	"GRINJ-004"	258	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Hot object/Substance"	"GRINJ-005"	27	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Firearm"	"GRINJ-006"	287	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Machinery"	"GRINJ-007"	12	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Motor Vehicle Traffic"	"GRINJ-008"	596	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other Pedal cyclist"	"GRINJ-009"	1	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other Pedestrian"	"GRINJ-010"	26	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other land transport"	"GRINJ-011"	20	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other transport"	"GRINJ-012"	2	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Natural/Environmental"	"GRINJ-013"	257	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Overexertion"	"GRINJ-014"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Poisoning"	"GRINJ-015"	218	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Struck by or against"	"GRINJ-016"	35	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Suffocation"	"GRINJ-017"	2439	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other specified, classifiable Injury"	"GRINJ-018"	35	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	374	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Unspecified Injury"	"GRINJ-020"	5607	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Intestinal infections"	"GR113 001-003"	2932	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Tuberculosis"	"GR113 005-006"	103	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Whooping cough"	"GR113-007"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	3	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Meningococcal infection"	"GR113-009"	11	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Septicemia"	"GR113-010"	12835	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Syphilis"	"GR113-011"	14	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Acute poliomyelitis"	"GR113-012"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Measles"	"GR113-014"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Viral hepatitis"	"GR113-015"	63	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	20	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Malaria"	"GR113-017"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	1435	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	73270	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	4600	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Anemias"	"GR113-045"	3869	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Diabetes mellitus"	"GR113-046"	16383	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	3189	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Meningitis"	"GR113-050"	29	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Parkinsons disease"	"GR113-051"	5635	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Alzheimers disease"	"GR113-052"	73953	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	424145	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	18180	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	93816	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Atherosclerosis"	"GR113-071"	13897	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	9040	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	1622	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	55466	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	307	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	32980	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	179	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	13841	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	8692	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Peptic ulcer"	"GR113-090"	1672	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Diseases of appendix"	"GR113-091"	104	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Hernia"	"GR113-092"	918	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	433	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	1784	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	21202	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Infections of kidney"	"GR113-102"	397	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Hyperplasia of prostate"	"GR113-103"	430	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	41	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	0	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	1	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	1	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	385	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	29731	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	151529	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	564	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"			1102072	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Cut/Pierce"	"GRINJ-001"	1	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Drowning"	"GRINJ-002"	8	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Fall"	"GRINJ-003"	2155	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Fire/Flame"	"GRINJ-004"	40	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Hot object/Substance"	"GRINJ-005"	5	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Firearm"	"GRINJ-006"	20	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Machinery"	"GRINJ-007"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Motor Vehicle Traffic"	"GRINJ-008"	48	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other Pedal cyclist"	"GRINJ-009"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other Pedestrian"	"GRINJ-010"	4	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other land transport"	"GRINJ-011"	2	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other transport"	"GRINJ-012"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Natural/Environmental"	"GRINJ-013"	44	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Overexertion"	"GRINJ-014"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Poisoning"	"GRINJ-015"	28	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Struck by or against"	"GRINJ-016"	3	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Suffocation"	"GRINJ-017"	523	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other specified, classifiable Injury"	"GRINJ-018"	7	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	68	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Unspecified Injury"	"GRINJ-020"	1242	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Intestinal infections"	"GR113 001-003"	418	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Tuberculosis"	"GR113 005-006"	7	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Whooping cough"	"GR113-007"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	2	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Meningococcal infection"	"GR113-009"	1	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Septicemia"	"GR113-010"	2239	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Syphilis"	"GR113-011"	1	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Acute poliomyelitis"	"GR113-012"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Measles"	"GR113-014"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Viral hepatitis"	"GR113-015"	9	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	4	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Malaria"	"GR113-017"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	272	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	9582	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	620	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Anemias"	"GR113-045"	951	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Diabetes mellitus"	"GR113-046"	2558	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	849	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Meningitis"	"GR113-050"	4	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Parkinsons disease"	"GR113-051"	534	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Alzheimers disease"	"GR113-052"	13439	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	95257	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	4600	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	17264	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Atherosclerosis"	"GR113-071"	4035	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	1596	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	317	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	14541	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	133	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	4842	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	17	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	2842	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	1657	Not Applicable	Not Applicable
